Feature Name,Data Type,Description,Status,Created At,Created By,Updated At,Updated By,Destination Table,Update Window,Version,Query Path,Dependent Features,Weight,Is Risk,Query,Is Active,Source Table,Feature ID
bio_mfc_finger_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for slap or thumb,PROD,"24/2/2026, 1:06 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_left_slap_toe_print=true or is_right_slap_toe_print=true or is_both_thumbs_toe_print=true)]",,,,,,bio_mfc_finger_toeprint_incidents_24h_v1
bio_mfc_right_slap_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for right slap,PROD,"24/2/2026, 1:01 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_slap_mixed=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_right_slap_mixed_incidents_24h_v1
bio_mfc_left_slap_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for left slap,PROD,"24/2/2026, 12:57 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_slap_fraud=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_left_slap_fraud_incidents_24h_v1
bio_mfc_face_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for face,PROD,"24/2/2026, 1:00 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_face_fraud=true]",,,,,strot.operator360.bio_mfc_face_fraud_refids,bio_mfc_face_fraud_incidents_24h_v1
bio_sfc_fraud_score,double,Relative score of the operator based on historical sfc fraud count,PROD,"12/2/2026, 5:55 PM",priyanshug.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:bio_sfc_fraud_incidents_v1, fraud_table:strot.operator360.features_bio_v1, score_start:0, score_end:1.0]",,true,,,,bio_sfc_fraud_score_24h_v1
bio_mfc_right_slap_swap_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Swapped verdict for right slap,PROD,"24/2/2026, 1:01 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_slap_swap=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_right_slap_swap_incidents_24h_v1
auth_txn_failure_count,double,Count of number of failure authentication attempts by the operator,PROD,"12/3/2026, 12:06 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,1h,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_failure_count_1h_v1
bio_mfc_finger_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for slap or thumb,PROD,"24/2/2026, 1:08 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_left_slap_mixed=true or is_right_slap_mixed=true or is_both_thumbs_mixed=true)]",,,,,,bio_mfc_finger_mixed_incidents_24h_v1
doc_qc_error_hpm_incidents,double,Incidents of Human Photo Missing errors found for the operator by QC,PROD,"12/2/2026, 12:10 PM",priyanshug.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_hpm_incidents_24h_v1
doc_qc_error_pop_incidents,double,Incidents of Photo on Photo errors found for the operator by QC,PROD,"12/2/2026, 12:10 PM",priyanshug.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_pop_incidents_24h_v1
auth_liveness_failure_streak,double,Count of Consecutive liveness failure incidents by the operator,PROD,"16/3/2026, 11:20 AM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_liveness_failure_streak_live_v1
bio_mfc_left_slap_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for left slap,PROD,"24/2/2026, 12:54 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_slap_toe_print=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_left_slap_toeprint_incidents_24h_v1
hardware_machine_change_score,double,Relative score of the operator based on historical machine change count,PROD,"13/2/2026, 11:12 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:hardware_machine_change_instances_v1, fraud_table:strot.operator360.features_hardware_v1, score_start:0, score_end:1.0]",,true,,,,hardware_machine_change_score_24h_v1
sustxn_parallel_enrolment_score,double,Relative score of the operator based on number parallel transaction it does,PROD,"15/2/2026, 10:59 AM",saksham.nisg,"13/3/2026, 4:52 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:sustxn_parallel_enrolment_instances_v1, fraud_table:strot.operator360.features_sustxn_v1, score_start:0.5, score_end:1.0]",,true,,,,sustxn_parallel_enrolment_score_24h_v1
sustxn_res_namechange_instances,integer,Incidents of operator attempting name change of same resident,PROD,"15/2/2026, 8:54 AM",saksham.nisg,"19/2/2026, 5:34 PM",saksham.nisg,strot.operator360.features_sustxn_v1,24hr,1,,[min_pkt_date:2020-01-01],,,,,strot.operator360.opt_namechange_anomalous_ot_eid_daily,sustxn_res_namechange_instances_24hr_v1
hardware_multiple_biodev_zscore,double,Relative Z-Score of the operator based on number of bio devices it uses,PROD,"9/3/2026, 5:36 PM",saksham.nisg,"13/3/2026, 4:29 PM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:hardware_multiple_biodev_instances_v1, fraud_table:strot.operator360.features_hardware_v1]",,,,,,hardware_multiple_biodev_zscore_24hr_v1
sustxn_res_namechange_zscore,double,Relative Z-Score of the operator based on number of name change attempts,PROD,"9/3/2026, 5:39 PM",saksham.nisg,"13/3/2026, 4:29 PM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:sustxn_res_namechange_instances_v1, fraud_table:strot.operator360.features_sustxn_v1]",,,,,,sustxn_res_namechange_zscore_24hr_v1
sustxn_oddhour_pkts_instances,integer,Number of packets that Operator made in odd hours,PROD,"13/2/2026, 1:06 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,1,,"[period_in_days:90, start_hour:22, end_hour:8]",,,,,strot.operator360.opt_oddhour_anomalous_ens_eid_daily,sustxn_oddhour_pkts_instances_24h_v1
sustxn_parallel_enrolment_instances,double,Incidents of parallel enrolment seen for an operator,PROD,"12/2/2026, 12:04 PM",priyanshug.nisg,"13/3/2026, 4:37 PM",saksham.nisg,strot.operator360.features_sustxn_v1,7d,1,,[period_in_days:7],,,,,strot.operator360.txn_parallel_enrl_v1,sustxn_parallel_enrolment_instances_7d_v1
work_category_score,double,Score for the operator under the work category,STAGING,"2/4/2026, 10:29 AM",saksham.nisg,,,strot.operator360.opt_features_test,24h,1,,"[work_machine_change_score_v1:4, work_opt_hof_score_v1:4, work_pob_declared_score_v1:2, work_opt_machinesync_score_v1:2, work_multiple_optname_score_v1:4]",,,,,strot.operator360.features_risk_v1,work_category_score_24h_v1
auth_liveness_failure_incidents,double,Daily Instances of Liveness Failure Instances in Operator Authentications,PROD,"16/2/2026, 12:17 PM",priyanshug.nisg,"19/2/2026, 12:57 PM",saksham.nisg,strot.operator360.features_auth_v1,24h,2,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_liveness_failure_incidents_24h_v2
auth_modality_change_incidents,double,Count of number of incidents when an operator switches the modality for authentication,PROD,"4/4/2026, 8:02 AM",saksham.nisg,,,strot.operator360.opt_features_test,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_modality_change_incidents_24h_v1
auth_failure_ratio_score,double,Score based on authentication failure ratio of an operator,PROD,"5/4/2026, 8:10 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[feature_id_count:auth_txn_count_1h_v1, feature_id_failure:auth_txn_failure_count_1h_v1, fraud_table:flink_stream.operator360.features_auth_v1]",,,,,flink_stream.operator360.features_auth_v1,auth_failure_ratio_score_24h_v1
auth_oddhour_incidents,double,Count of number of incidents when an opeartor is doing the authentication during oddhour thats between 10pm to 6am,PROD,"4/4/2026, 8:03 AM",saksham.nisg,,,strot.operator360.opt_features_test,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_oddhour_incidents_24h_v1
sustxn_outstate_pkts_score,double,Relative score of the operator based on number of outstate packets,PROD,"15/2/2026, 8:49 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:sustxn_outstate_pkts_instances_v1, fraud_table:strot.operator360.features_sustxn_v1, score_start:0.5, score_end:1.0]",,true,,,,sustxn_outstate_pkts_score_24h_v1
bio_mfc_iris_swap_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Swapped verdict for iris,PROD,"24/2/2026, 1:00 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_right_iris_swap=true or is_left_iris_swap=true)]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_iris_swap_incidents_24h_v1
auth_txn_count,double,Count of number of authentication attempts by the operator,PROD,"12/3/2026, 12:05 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,1h,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_count_1h_v1
work_opt_hof_score,double,Relative score of the operator based on hof count,PROD,"15/2/2026, 8:45 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:work_opt_hof_instances_v1, fraud_table:strot.operator360.features_work_v1, score_start:0.3, score_end:1.0]",,true,,,,work_opt_hof_score_24h_v1
bio_mfc_right_iris_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for right iris,PROD,"24/2/2026, 1:00 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_iris_fraud=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_right_iris_fraud_incidents_24h_v1
doc_qc_error_be_incidents,double,Incidents of Biometric Exception errors found for the operator by QC,PROD,"12/2/2026, 12:11 PM",priyanshug.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_be_incidents_24h_v1
bio_packet_face_pop_count_daily,double,Daily count of FACE incidents by operator in Bio packets where errorreasoncode=PHOTO_ON_PHOTO.,PROD,"13/4/2026, 2:30 PM",sai.nisg,"13/4/2026, 2:33 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_face_pop_count_daily_v1
work_multiple_optname_instances,integer,Count of distinct names used by operator,PROD,"13/2/2026, 4:36 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[min_pkt_date:2020-01-01],,,,,flink_stream.stream_enu.bi_enu_enrlraw_v2,work_multiple_optname_instances_24h_v1
auth_txn_failure_gap_score,double,Score based on the averaged out failure gap over the last 7 day period from current date,PROD,"5/4/2026, 8:42 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_txn_failure_gap_sec_live_v1, fraud_table:flink_stream.operator360.features_auth_v1]",,,,,flink_stream.operator360.features_auth_v1,auth_txn_failure_gap_score_24h_v1
sustxn_res_mobilechange_score,double,Relative score of the operator based on number of mobile change attempts,PROD,"15/2/2026, 8:56 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:sustxn_res_mobilechange_instances_v1, fraud_table:strot.operator360.features_sustxn_v1, score_start:0.5, score_end:1.0]",,true,,,,sustxn_res_mobilechange_score_24h_v1
doc_qc_error_al_incidents,double,Incidents of Abusive Languagge errors found for the operator by QC,PROD,"12/2/2026, 12:11 PM",priyanshug.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_al_incidents_24h_v1
doc_qc_error_incidents,double,Incidents of errors found for the operator by QC,PROD,"12/2/2026, 12:11 PM",priyanshug.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:180]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_incidents_24h_v1
sustxn_res_mobilechange_zscore,double,Relative Z-Score of the operator based on number of mobile change attempts,PROD,"9/3/2026, 5:38 PM",saksham.nisg,"13/3/2026, 4:29 PM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:sustxn_res_mobilechange_instances_v1, fraud_table:strot.operator360.features_sustxn_v1]",,,,,,sustxn_res_mobilechange_zscore_24hr_v1
auth_liveness_failure_streak_score,double,Score based on authentication failure streak of an operator over last 30 days,PROD,"27/3/2026, 11:14 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_liveness_failure_streak_live_v1, fraud_table:flink_stream.operator360.features_auth_v1, score_start:0.5, score_end:1]",,,,,flink_stream.operator360.features_auth_v1,auth_liveness_failure_streak_score_24h_v1
auth_device_change_score,double,Score based on the total authentication device switches by the operator,PROD,"5/4/2026, 9:36 AM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_device_change_incidents_Finger_24h_v1,auth_device_change_incidents_Iris_24h_v1,auth_modality_change_incidents_24h_v1, fraud_table:strot.operator360.features_auth_v1]",,,,,flink_stream.operator360.features_auth_v1,auth_device_change_score_24h_v1
bio_mfc_left_iris_nonhuman_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Non Human verdict for left iris,PROD,"24/2/2026, 1:00 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_iris_non_human=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_left_iris_nonhuman_incidents_24h_v1
auth_txn_failure_gap_sec,double,Time between 2 failure attempts of authenication by the operator,PROD,"12/3/2026, 12:08 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_failure_gap_sec_live_v1
work_machine_change_score,integer,Relative score of the operator based on historical machine use count,PROD,"16/2/2026, 1:16 PM",saksham.nisg,,,strot.operator360.features_risk_v1,24h,1,,"[features_used:work_machine_change_instances_v1, fraud_table:strot.operator360.features_work_v1, score_start:0.5, score_end:1.0]",,true,,,,work_machine_change_score_24h_v1
bio_mfc_both_thumbs_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for both thumbs,STAGING,"24/2/2026, 1:02 PM",saksham.nisg,,,strot.operator360.opt_features_test,24h,1,,"[period_in_days:1, filter_condition:is_both_thumbs_toe_print=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_both_thumbs_toeprint_incidents_24h_v1
bio_packet_slap_right_swap_count_daily,double,Daily count of RIGHT SLAP SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_SLAP' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_right_slap_swap_count_daily_v1
bio_packet_iris_right_mixed_count_daily,double,Daily count of RIGHT IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_IRIS' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_right_iris_mixed_count_daily_v1
bio_packet_iris_left_pop_count_daily,double,Daily count of LEFT IRIS POP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_left_iris_pop_count_daily_v1
doc_qc_error_score,double,Score based on the qc category count,PROD,"10/3/2026, 3:40 PM",saksham.nisg,"13/3/2026, 4:28 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:doc_qc_error_doe1_incidents_v1=2, doc_qc_error_pop_incidents_v1=2, fraud_table:strot.operator360.features_document_v1, score_start:0, score_end:1]",,,,,,doc_qc_error_score_24h_v1
work_pob_declared_instances,integer,Count of enrolments done by operator where dob staus is declared,PROD,"13/2/2026, 4:40 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:365],,,,,flink_stream.stream_enu.bi_enu_enrlraw_v2,work_pob_declared_instances_24h_v1
bio_packet_finger_toe_print_count_daily,double,Daily count of FINGER TOE_PRINT incidents by operator in Bio packets.,PROD,"13/4/2026, 3:18 PM",sai.nisg,"13/4/2026, 5:40 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'TOE_PRINT']",,,,,None,bio_packet_finger_toe_print_count_daily_v1
bio_packet_iris_left_swap_count_daily,double,Daily count of LEFT IRIS SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:53 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_left_iris_swap_count_daily_v1
bio_packet_iris_mixed_count_daily,double,Daily count of IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'MIXED']",,,,,None,bio_packet_iris_mixed_count_daily_v1
bio_packet_slap_left_toe_print_count_daily,double,Daily count of LEFT SLAP TOE_PRINT incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_SLAP' AND errorreasoncode = 'TOE_PRINT']",,,,,None,bio_packet_left_slap_toe_print_count_daily_v1
bio_packet_iris_left_mixed_count_daily,double,Daily count of LEFT IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:53 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_left_iris_mixed_count_daily_v1
bio_packet_face_fraud_count_daily,double,Daily count of FACE fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 2:35 PM",sai.nisg,"13/4/2026, 2:35 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,[period_in_days:daily],,,,,None,bio_packet_face_fraud_count_daily_v1
bio_packet_face_non_human_count_daily,double,Daily count of FACE incidents by operator in Bio packets where errorreasoncode=NON_HUMAN.,PROD,"13/4/2026, 2:33 PM",sai.nisg,"13/4/2026, 2:33 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'NON_HUMAN']",,,,,None,bio_packet_face_non_human_count_daily_v1
